Time (UTCG),q1,q2,q3,q4
34:00.0,0.023001,-0.916259,0.383053,-0.114937
35:00.0,0.035421,-0.912036,0.382107,-0.14467
36:00.0,0.047805,-0.906849,0.380758,-0.174251
37:00.0,0.060138,-0.900702,0.379008,-0.203647
38:00.0,0.072407,-0.893603,0.376858,-0.232828
39:00.0,0.084601,-0.885559,0.374311,-0.261763
40:00.0,0.096705,-0.876578,0.37137,-0.290421
41:00.0,0.108708,-0.866669,0.368038,-0.318771
42:00.0,0.120596,-0.855845,0.364317,-0.346784
43:00.0,0.132358,-0.844115,0.360213,-0.374431
44:00.0,0.14398,-0.831492,0.355729,-0.401681
45:00.0,0.15545,-0.81799,0.350871,-0.428507
46:00.0,0.166757,-0.803622,0.345642,-0.454879
47:00.0,0.177888,-0.788405,0.34005,-0.48077
48:00.0,0.188832,-0.772354,0.334099,-0.506152
49:00.0,0.199577,-0.755486,0.327796,-0.530999
50:00.0,0.210112,-0.737819,0.321147,-0.555285
51:00.0,0.220425,-0.719371,0.31416,-0.578983
52:00.0,0.230507,-0.700163,0.306842,-0.602068
53:00.0,0.240346,-0.680214,0.299201,-0.624517
54:00.0,0.249931,-0.659546,0.291244,-0.646305
55:00.0,0.259253,-0.63818,0.28298,-0.66741
56:00.0,0.268302,-0.616139,0.274419,-0.687809
57:00.0,0.277069,-0.593447,0.265567,-0.70748
58:00.0,0.285544,-0.570127,0.256436,-0.726402
59:00.0,0.293718,-0.546204,0.247035,-0.744557
00:00.0,0.301582,-0.521703,0.237373,-0.761924
01:00.0,0.309129,-0.496651,0.227461,-0.778485
02:00.0,0.31635,-0.471073,0.217309,-0.794222
03:00.0,0.323238,-0.444997,0.206928,-0.80912
04:00.0,0.329786,-0.418451,0.196329,-0.823162
05:00.0,0.335986,-0.391462,0.185523,-0.836333
06:00.0,0.341832,-0.364059,0.174522,-0.848619
07:00.0,0.347318,-0.336271,0.163336,-0.860008
08:00.0,0.352438,-0.308127,0.151979,-0.870487
09:00.0,0.357187,-0.279658,0.140461,-0.880045
10:00.0,0.361559,-0.250893,0.128794,-0.888673
11:00.0,0.365551,-0.221862,0.116992,-0.896361
12:00.0,0.369157,-0.192597,0.105067,-0.9031
13:00.0,0.372375,-0.163128,0.093031,-0.908885
14:00.0,0.3752,-0.133487,0.080897,-0.913708
15:00.0,0.37763,-0.103704,0.068677,-0.917565
16:00.0,0.379662,-0.073812,0.056385,-0.920451
17:00.0,0.381294,-0.043842,0.044033,-0.922363
18:00.0,0.382524,-0.013826,0.031635,-0.9233
19:00.0,0.383351,0.016205,0.019203,-0.923261
20:00.0,0.383774,0.046219,0.006751,-0.922245
21:00.0,0.383793,0.076184,-0.005708,-0.920253
22:00.0,0.383408,0.106068,-0.018162,-0.917288
23:00.0,0.382618,0.13584,-0.030596,-0.913353
24:00.0,0.381426,0.165468,-0.042999,-0.908452
25:00.0,0.379831,0.194921,-0.055356,-0.902591
26:00.0,0.377837,0.224168,-0.067655,-0.895774
27:00.0,0.375444,0.253178,-0.079883,-0.88801
28:00.0,0.372655,0.28192,-0.092026,-0.879307
29:00.0,0.369474,0.310363,-0.104073,-0.869674
30:00.0,0.365904,0.338479,-0.116011,-0.859121
31:00.0,0.361947,0.366236,-0.127826,-0.847659
32:00.0,0.35761,0.393606,-0.139507,-0.835301
33:00.0,0.352896,0.42056,-0.151041,-0.822059
34:00.0,0.347809,0.447068,-0.162415,-0.807948
35:00.0,0.342357,0.473104,-0.173619,-0.792982
36:00.0,0.336543,0.49864,-0.18464,-0.777178
37:00.0,0.330375,0.523647,-0.195467,-0.760551
38:00.0,0.323858,0.548101,-0.206088,-0.743121
39:00.0,0.317001,0.571976,-0.216491,-0.724904
40:00.0,0.309809,0.595245,-0.226667,-0.705921
41:00.0,0.302291,0.617884,-0.236604,-0.686191
42:00.0,0.294454,0.63987,-0.246292,-0.665735
43:00.0,0.286307,0.66118,-0.25572,-0.644575
44:00.0,0.277858,0.68179,-0.264879,-0.622734
45:00.0,0.269116,0.701678,-0.273759,-0.600233
46:00.0,0.26009,0.720825,-0.282351,-0.577099
47:00.0,0.250791,0.739209,-0.290645,-0.553353
48:00.0,0.241227,0.756811,-0.298633,-0.529023
49:00.0,0.231408,0.773613,-0.306307,-0.504133
50:00.0,0.221346,0.789596,-0.313658,-0.478709
51:00.0,0.211051,0.804744,-0.320678,-0.45278
52:00.0,0.200533,0.819041,-0.327361,-0.426372
53:00.0,0.189803,0.832472,-0.333699,-0.399512
54:00.0,0.178874,0.845022,-0.339685,-0.372231
55:00.0,0.167756,0.856679,-0.345313,-0.344555
56:00.0,0.156461,0.867429,-0.350578,-0.316515
57:00.0,0.145001,0.877262,-0.355473,-0.288141
58:00.0,0.133388,0.886167,-0.359994,-0.259462
59:00.0,0.121634,0.894134,-0.364136,-0.230508
00:00.0,0.109752,0.901156,-0.367894,-0.201311
01:00.0,0.097755,0.907225,-0.371264,-0.171901
02:00.0,0.085654,0.912334,-0.374243,-0.142309
03:00.0,0.073463,0.916478,-0.376828,-0.112566
04:00.0,0.061194,0.919653,-0.379016,-0.082705
05:00.0,0.048861,0.921855,-0.380804,-0.052756
06:00.0,0.036476,0.923083,-0.382192,-0.022751
07:00.0,0.024053,0.923333,-0.383176,0.007277
08:00.0,0.011604,0.922608,-0.383757,0.037298
09:00.0,-0.000858,0.920906,-0.383934,0.067279
10:00.0,-0.013318,0.91823,-0.383706,0.09719
11:00.0,-0.025765,0.914583,-0.383073,0.126997
12:00.0,-0.038185,0.909969,-0.382037,0.15667
13:00.0,-0.050564,0.904393,-0.380599,0.186177
14:00.0,-0.062891,0.897859,-0.378759,0.215487
15:00.0,-0.075151,0.890377,-0.376521,0.244569
16:00.0,-0.087332,0.881952,-0.373885,0.273393
17:00.0,-0.099421,0.872595,-0.370856,0.301927
18:00.0,-0.111406,0.862314,-0.367436,0.330142
19:00.0,-0.123274,0.851122,-0.363628,0.358007
20:00.0,-0.135011,0.83903,-0.359438,0.385494
21:00.0,-0.146607,0.82605,-0.354868,0.412573
22:00.0,-0.158048,0.812196,-0.349925,0.439216
23:00.0,-0.169323,0.797484,-0.344613,0.465394
24:00.0,-0.180419,0.781927,-0.338938,0.49108
25:00.0,-0.191326,0.765544,-0.332906,0.516246
26:00.0,-0.202031,0.748352,-0.326522,0.540866
27:00.0,-0.212523,0.730367,-0.319795,0.564915
28:00.0,-0.222792,0.711611,-0.312731,0.588365
29:00.0,-0.232826,0.692101,-0.305337,0.611193
30:00.0,-0.242614,0.67186,-0.297621,0.633375
31:00.0,-0.252148,0.650908,-0.289591,0.654887
32:00.0,-0.261415,0.629268,-0.281257,0.675706
33:00.0,-0.270407,0.606962,-0.272625,0.69581
34:00.0,-0.279115,0.584014,-0.263707,0.715179
35:00.0,-0.287528,0.560449,-0.254511,0.733791
36:00.0,-0.295639,0.536291,-0.245046,0.751626
37:00.0,-0.303438,0.511566,-0.235323,0.768667
38:00.0,-0.310917,0.486299,-0.225352,0.784895
39:00.0,-0.318069,0.460519,-0.215143,0.800292
40:00.0,-0.324886,0.434251,-0.204708,0.814843
41:00.0,-0.331361,0.407524,-0.194056,0.828533
42:00.0,-0.337487,0.380366,-0.183201,0.841345
43:00.0,-0.343257,0.352806,-0.172152,0.853268
44:00.0,-0.348665,0.324873,-0.160921,0.864289
45:00.0,-0.353706,0.296596,-0.149521,0.874395
46:00.0,-0.358375,0.268005,-0.137963,0.883576
47:00.0,-0.362666,0.239132,-0.12626,0.891823
48:00.0,-0.366575,0.210005,-0.114423,0.899126
49:00.0,-0.370097,0.180656,-0.102466,0.905479
50:00.0,-0.37323,0.151116,-0.0904,0.910874
51:00.0,-0.37597,0.121417,-0.07824,0.915305
52:00.0,-0.378313,0.091589,-0.065996,0.918768
53:00.0,-0.380258,0.061664,-0.053683,0.92126
54:00.0,-0.381802,0.031674,-0.041314,0.922777
55:00.0,-0.382944,0.00165,-0.0289,0.923318
56:00.0,-0.383682,-0.028375,-0.016456,0.922882
57:00.0,-0.384017,-0.05837,-0.003995,0.921471
58:00.0,-0.383946,-0.088303,0.008471,0.919084
59:00.0,-0.383471,-0.118143,0.020928,0.915726
00:00.0,-0.382592,-0.147857,0.033363,0.911399
01:00.0,-0.38131,-0.177416,0.045763,0.906108
02:00.0,-0.379626,-0.206786,0.058115,0.899859
03:00.0,-0.377542,-0.235938,0.070406,0.892658
04:00.0,-0.37506,-0.26484,0.082623,0.884513
05:00.0,-0.372183,-0.293462,0.094753,0.875432
06:00.0,-0.368914,-0.321774,0.106783,0.865426
07:00.0,-0.365256,-0.349745,0.118701,0.854504
08:00.0,-0.361213,-0.377346,0.130494,0.842678
09:00.0,-0.356789,-0.404548,0.142149,0.829961
10:00.0,-0.35199,-0.431322,0.153655,0.816367
11:00.0,-0.346819,-0.45764,0.164999,0.801908
12:00.0,-0.341283,-0.483474,0.17617,0.786602
13:00.0,-0.335387,-0.508796,0.187155,0.770464
14:00.0,-0.329138,-0.53358,0.197943,0.753511
15:00.0,-0.322542,-0.5578,0.208522,0.735761
16:00.0,-0.315607,-0.58143,0.218882,0.717233
17:00.0,-0.308338,-0.604445,0.229011,0.697946
18:00.0,-0.300744,-0.62682,0.2389,0.677921
19:00.0,-0.292834,-0.648532,0.248536,0.657179
20:00.0,-0.284615,-0.669559,0.257911,0.635742
21:00.0,-0.276096,-0.689877,0.267014,0.613632
22:00.0,-0.267286,-0.709465,0.275836,0.590874
23:00.0,-0.258194,-0.728303,0.284367,0.567491
24:00.0,-0.24883,-0.746371,0.292599,0.543507
25:00.0,-0.239204,-0.763649,0.300523,0.518949
26:00.0,-0.229325,-0.780119,0.30813,0.493842
27:00.0,-0.219205,-0.795765,0.315412,0.468213
28:00.0,-0.208854,-0.810568,0.322362,0.442088
29:00.0,-0.198282,-0.824514,0.328973,0.415496
30:00.0,-0.187502,-0.837588,0.335237,0.388465
31:00.0,-0.176523,-0.849777,0.341148,0.361022
32:00.0,-0.165359,-0.861066,0.3467,0.333198
33:00.0,-0.15402,-0.871445,0.351886,0.305022
34:00.0,-0.142519,-0.880902,0.356702,0.276523
35:00.0,-0.130868,-0.889427,0.361141,0.247731
36:00.0,-0.119078,-0.897011,0.365201,0.218678
37:00.0,-0.107163,-0.903647,0.368875,0.189393
38:00.0,-0.095135,-0.909326,0.372161,0.159908
39:00.0,-0.083007,-0.914045,0.375055,0.130254
40:00.0,-0.070791,-0.917796,0.377554,0.100463
41:00.0,-0.0585,-0.920576,0.379655,0.070565
42:00.0,-0.046147,-0.922383,0.381355,0.040593
43:00.0,-0.033746,-0.923214,0.382655,0.010577
44:00.0,-0.021309,-0.923069,0.383551,-0.019449
45:00.0,-0.008849,-0.921948,0.384042,-0.049455
46:00.0,0.00362,-0.919851,0.384129,-0.079408
47:00.0,0.016086,-0.916781,0.383812,-0.109278
48:00.0,0.028534,-0.912742,0.38309,-0.139032
49:00.0,0.040953,-0.907738,0.381964,-0.168638
50:00.0,0.053329,-0.901773,0.380436,-0.198066
51:00.0,0.065649,-0.894854,0.378507,-0.227285
52:00.0,0.077899,-0.886989,0.376179,-0.256263
53:00.0,0.090068,-0.878186,0.373455,-0.28497
54:00.0,0.102142,-0.868454,0.370337,-0.313376
55:00.0,0.114109,-0.857804,0.366829,-0.34145
56:00.0,0.125955,-0.846246,0.362934,-0.369163
57:00.0,0.137669,-0.833793,0.358657,-0.396485
58:00.0,0.149238,-0.820459,0.354002,-0.423388
59:00.0,0.16065,-0.806257,0.348974,-0.449843
00:00.0,0.171893,-0.791201,0.343578,-0.475823
01:00.0,0.182954,-0.77531,0.33782,-0.501299
02:00.0,0.193823,-0.758598,0.331706,-0.526244
03:00.0,0.204488,-0.741083,0.325243,-0.550633
04:00.0,0.214938,-0.722785,0.318437,-0.57444
05:00.0,0.225161,-0.703723,0.311295,-0.597639
06:00.0,0.235147,-0.683916,0.303825,-0.620206
07:00.0,0.244886,-0.663386,0.296034,-0.642116
08:00.0,0.254367,-0.642154,0.287932,-0.663348
09:00.0,0.263579,-0.620244,0.279526,-0.683878
10:00.0,0.272514,-0.597677,0.270826,-0.703684
11:00.0,0.281162,-0.574478,0.26184,-0.722747
12:00.0,0.289514,-0.550671,0.252578,-0.741044
13:00.0,0.297561,-0.526283,0.24305,-0.758558
14:00.0,0.305295,-0.501337,0.233266,-0.77527
15:00.0,0.312707,-0.475861,0.223236,-0.791161
16:00.0,0.319789,-0.449883,0.21297,-0.806216
17:00.0,0.326535,-0.423428,0.20248,-0.820418
18:00.0,0.332937,-0.396525,0.191777,-0.833752
19:00.0,0.338988,-0.369204,0.180871,-0.846204
20:00.0,0.344682,-0.341491,0.169774,-0.857762
21:00.0,0.350012,-0.313418,0.158499,-0.868412
22:00.0,0.354974,-0.285013,0.147056,-0.878143
23:00.0,0.359562,-0.256307,0.135458,-0.886946
24:00.0,0.363772,-0.227329,0.123718,-0.89481
25:00.0,0.367598,-0.198112,0.111847,-0.901728
26:00.0,0.371036,-0.168685,0.099858,-0.907693
27:00.0,0.374084,-0.139079,0.087763,-0.912697
28:00.0,0.376738,-0.109327,0.075576,-0.916736
29:00.0,0.378994,-0.079459,0.063309,-0.919805
30:00.0,0.380852,-0.049507,0.050976,-0.921902
31:00.0,0.382308,-0.019502,0.038588,-0.923023
32:00.0,0.383361,0.010523,0.02616,-0.923168
33:00.0,0.384011,0.040536,0.013704,-0.922337
34:00.0,0.384256,0.070507,0.001233,-0.92053
35:00.0,0.384096,0.100403,-0.011239,-0.917749
36:00.0,0.383531,0.130193,-0.0237,-0.913998
37:00.0,0.382562,0.159845,-0.036135,-0.90928
38:00.0,0.38119,0.189329,-0.048533,-0.9036
39:00.0,0.379416,0.218611,-0.06088,-0.896965
40:00.0,0.377243,0.247663,-0.073162,-0.889381
41:00.0,0.374672,0.276452,-0.085368,-0.880856
42:00.0,0.371706,0.304949,-0.097484,-0.8714
43:00.0,0.368348,0.333123,-0.109498,-0.861022
44:00.0,0.364603,0.360945,-0.121396,-0.849733
45:00.0,0.360473,0.388385,-0.133166,-0.837546
46:00.0,0.355963,0.415415,-0.144797,-0.824473
47:00.0,0.351078,0.442004,-0.156274,-0.810527
48:00.0,0.345823,0.468127,-0.167588,-0.795725
49:00.0,0.340204,0.493754,-0.178725,-0.780081
50:00.0,0.334226,0.518859,-0.189673,-0.763612
51:00.0,0.327896,0.543415,-0.200422,-0.746335
52:00.0,0.32122,0.567396,-0.21096,-0.728269
53:00.0,0.314206,0.590777,-0.221276,-0.709432
54:00.0,0.306861,0.613533,-0.231359,-0.689846
55:00.0,0.299192,0.63564,-0.241198,-0.66953
56:00.0,0.291208,0.657075,-0.250783,-0.648505
57:00.0,0.282917,0.677814,-0.260104,-0.626795
58:00.0,0.274327,0.697837,-0.269151,-0.604422
59:00.0,0.265449,0.717122,-0.277915,-0.58141
00:00.0,0.256291,0.735648,-0.286385,-0.557782
01:00.0,0.246862,0.753396,-0.294554,-0.533565
02:00.0,0.237174,0.770347,-0.302413,-0.508784
03:00.0,0.227235,0.786483,-0.309954,-0.483464
04:00.0,0.217057,0.801787,-0.317168,-0.457633
05:00.0,0.20665,0.816244,-0.324047,-0.431318
06:00.0,0.196025,0.829837,-0.330586,-0.404548
07:00.0,0.185193,0.842552,-0.336776,-0.377349
08:00.0,0.174166,0.854376,-0.342611,-0.349751
09:00.0,0.162955,0.865296,-0.348086,-0.321783
10:00.0,0.151573,0.875301,-0.353193,-0.293475
11:00.0,0.140031,0.884381,-0.357929,-0.264857
12:00.0,0.128341,0.892524,-0.362288,-0.235959
13:00.0,0.116516,0.899724,-0.366264,-0.206811
14:00.0,0.104567,0.905973,-0.369855,-0.177444
15:00.0,0.092509,0.911262,-0.373057,-0.14789
16:00.0,0.080353,0.915589,-0.375865,-0.118179
17:00.0,0.068112,0.918946,-0.378277,-0.088344
18:00.0,0.055799,0.921332,-0.380291,-0.058415
19:00.0,0.043427,0.922743,-0.381904,-0.028424
20:00.0,0.031009,0.923179,-0.383115,0.001596
21:00.0,0.018558,0.922638,-0.383922,0.031615
22:00.0,0.006088,0.921121,-0.384324,0.0616
23:00.0,-0.006389,0.918629,-0.384322,0.09152
24:00.0,-0.018859,0.915166,-0.383915,0.121344
25:00.0,-0.03131,0.910736,-0.383103,0.151038
26:00.0,-0.043728,0.905342,-0.381887,0.180573
27:00.0,-0.0561,0.89899,-0.380269,0.209917
28:00.0,-0.068413,0.891688,-0.37825,0.239039
29:00.0,-0.080654,0.883442,-0.375833,0.267908
30:00.0,-0.09281,0.874262,-0.37302,0.296494
31:00.0,-0.104868,0.864157,-0.369813,0.324766
32:00.0,-0.116817,0.853139,-0.366217,0.352694
33:00.0,-0.128642,0.841218,-0.362235,0.380249
34:00.0,-0.140332,0.828407,-0.357871,0.407402
35:00.0,-0.151874,0.81472,-0.353131,0.434124
36:00.0,-0.163256,0.800172,-0.348018,0.460387
37:00.0,-0.174467,0.784777,-0.342538,0.486163
38:00.0,-0.185493,0.768552,-0.336697,0.511424
39:00.0,-0.196325,0.751515,-0.330501,0.536145
40:00.0,-0.206949,0.733682,-0.323957,0.560298
41:00.0,-0.217356,0.715074,-0.317072,0.583859
42:00.0,-0.227534,0.695709,-0.309852,0.606802
43:00.0,-0.237472,0.675609,-0.302306,0.629103
44:00.0,-0.24716,0.654794,-0.294441,0.650739
45:00.0,-0.256588,0.633286,-0.286266,0.671687
46:00.0,-0.265746,0.611109,-0.277789,0.691924
47:00.0,-0.274624,0.588285,-0.26902,0.711429
48:00.0,-0.283212,0.564839,-0.259966,0.730182
49:00.0,-0.291502,0.540796,-0.250639,0.748162
50:00.0,-0.299486,0.516181,-0.241047,0.765351
51:00.0,-0.307153,0.49102,-0.231202,0.78173
52:00.0,-0.314497,0.46534,-0.221112,0.797283
53:00.0,-0.32151,0.439167,-0.21079,0.811992
54:00.0,-0.328184,0.41253,-0.200245,0.825842
55:00.0,-0.334513,0.385457,-0.189489,0.838819
56:00.0,-0.340489,0.357976,-0.178534,0.850909
57:00.0,-0.346106,0.330117,-0.16739,0.862099
58:00.0,-0.351359,0.301909,-0.156069,0.872376
59:00.0,-0.356242,0.273381,-0.144584,0.881731
00:00.0,-0.360749,0.244564,-0.132947,0.890154
01:00.0,-0.364876,0.215489,-0.121169,0.897635
02:00.0,-0.368619,0.186186,-0.109263,0.904166
03:00.0,-0.371974,0.156686,-0.097243,0.909741
04:00.0,-0.374936,0.12702,-0.085119,0.914354
05:00.0,-0.377504,0.09722,-0.072906,0.918
06:00.0,-0.379674,0.067317,-0.060615,0.920675
07:00.0,-0.381443,0.037343,-0.048261,0.922376
08:00.0,-0.382811,0.00733,-0.035856,0.923101
09:00.0,-0.383776,-0.022691,-0.023412,0.92285
10:00.0,-0.384336,-0.052688,-0.010944,0.921624
11:00.0,-0.384491,-0.082629,0.001536,0.919422
12:00.0,-0.384241,-0.112483,0.014014,0.916248
13:00.0,-0.383587,-0.142218,0.026478,0.912104
14:00.0,-0.382528,-0.171802,0.038914,0.906996
15:00.0,-0.381066,-0.201204,0.051309,0.900929
16:00.0,-0.379202,-0.230394,0.063651,0.893909
17:00.0,-0.376939,-0.25934,0.075925,0.885943
18:00.0,-0.374279,-0.288011,0.08812,0.87704
19:00.0,-0.371224,-0.316378,0.100221,0.86721
20:00.0,-0.367778,-0.34441,0.112218,0.856463
21:00.0,-0.363944,-0.372077,0.124096,0.844809
22:00.0,-0.359727,-0.399352,0.135844,0.832263
23:00.0,-0.355131,-0.426203,0.147449,0.818835
24:00.0,-0.350161,-0.452604,0.158898,0.804542
25:00.0,-0.344821,-0.478526,0.170181,0.789398
26:00.0,-0.339119,-0.503942,0.181284,0.773419
27:00.0,-0.333058,-0.528824,0.192196,0.756622
28:00.0,-0.326647,-0.553148,0.202906,0.739025
29:00.0,-0.319892,-0.576886,0.213402,0.720646
30:00.0,-0.312799,-0.600014,0.223674,0.701505
31:00.0,-0.305377,-0.622507,0.23371,0.681623
32:00.0,-0.297632,-0.644342,0.243499,0.661019
33:00.0,-0.289575,-0.665496,0.253033,0.639716
34:00.0,-0.281211,-0.685945,0.2623,0.617737
35:00.0,-0.272552,-0.705669,0.27129,0.595104
36:00.0,-0.263605,-0.724646,0.279995,0.571842
37:00.0,-0.25438,-0.742857,0.288405,0.547975
38:00.0,-0.244887,-0.760282,0.296512,0.523528
39:00.0,-0.235136,-0.776903,0.304306,0.498528
40:00.0,-0.225137,-0.792703,0.311779,0.473001
41:00.0,-0.214901,-0.807663,0.318924,0.446973
42:00.0,-0.204438,-0.82177,0.325733,0.420473
43:00.0,-0.193759,-0.835007,0.332199,0.393528
44:00.0,-0.182877,-0.847361,0.338315,0.366167
45:00.0,-0.171801,-0.858819,0.344074,0.338419
46:00.0,-0.160544,-0.869368,0.349472,0.310312
47:00.0,-0.149118,-0.878998,0.3545,0.281878
48:00.0,-0.137535,-0.887698,0.359156,0.253146
49:00.0,-0.125806,-0.89546,0.363433,0.224146
50:00.0,-0.113945,-0.902274,0.367327,0.194909
51:00.0,-0.101964,-0.908133,0.370834,0.165465
52:00.0,-0.089875,-0.913033,0.373951,0.135847
53:00.0,-0.077691,-0.916966,0.376673,0.106085
54:00.0,-0.065425,-0.91993,0.378999,0.076212
55:00.0,-0.05309,-0.921921,0.380925,0.046257
56:00.0,-0.040699,-0.922936,0.382451,0.016254
57:00.0,-0.028265,-0.922975,0.383573,-0.013766
58:00.0,-0.015801,-0.922039,0.38429,-0.043772
59:00.0,-0.00332,-0.920127,0.384603,-0.073732
00:00.0,0.009165,-0.917241,0.384511,-0.103613
01:00.0,0.02164,-0.913386,0.384014,-0.133385
02:00.0,0.034092,-0.908564,0.383112,-0.163015
03:00.0,0.046509,-0.902782,0.381806,-0.192473
04:00.0,0.058877,-0.896045,0.380098,-0.221728
05:00.0,0.071183,-0.88836,0.377989,-0.250747
06:00.0,0.083414,-0.879735,0.375482,-0.279502
07:00.0,0.095557,-0.87018,0.37258,-0.307961
08:00.0,0.1076,-0.859705,0.369285,-0.336094
09:00.0,0.11953,-0.84832,0.3656,-0.363871
10:00.0,0.131334,-0.836038,0.361531,-0.391264
11:00.0,0.143,-0.822872,0.35708,-0.418242
12:00.0,0.154515,-0.808836,0.352253,-0.444779
13:00.0,0.165867,-0.793944,0.347055,-0.470844
14:00.0,0.177045,-0.778212,0.341491,-0.496412
15:00.0,0.188037,-0.761657,0.335567,-0.521455
16:00.0,0.19883,-0.744297,0.32929,-0.545946
17:00.0,0.209415,-0.72615,0.322665,-0.569859
18:00.0,0.219778,-0.707234,0.315701,-0.59317
19:00.0,0.22991,-0.687571,0.308403,-0.615853
20:00.0,0.239801,-0.66718,0.300781,-0.637885
21:00.0,0.249438,-0.646084,0.292841,-0.659242
22:00.0,0.258813,-0.624305,0.284593,-0.679902
23:00.0,0.267915,-0.601865,0.276045,-0.699842
24:00.0,0.276735,-0.578789,0.267206,-0.719042
25:00.0,0.285264,-0.5551,0.258085,-0.737482
26:00.0,0.293492,-0.530825,0.248692,-0.755142
27:00.0,0.301411,-0.505988,0.239037,-0.772003
28:00.0,0.309013,-0.480616,0.22913,-0.788047
29:00.0,0.316289,-0.454736,0.218982,-0.803258
30:00.0,0.323232,-0.428375,0.208602,-0.817619
31:00.0,0.329834,-0.401561,0.198003,-0.831116
32:00.0,0.336089,-0.374322,0.187194,-0.843733
33:00.0,0.34199,-0.346687,0.176189,-0.855458
34:00.0,0.347531,-0.318686,0.164997,-0.866278
35:00.0,0.352706,-0.290347,0.153632,-0.876182
36:00.0,0.357509,-0.261702,0.142105,-0.885159
37:00.0,0.361935,-0.23278,0.130427,-0.893199
38:00.0,0.36598,-0.203612,0.118612,-0.900295
39:00.0,0.369639,-0.174228,0.106672,-0.906439
40:00.0,0.372909,-0.144661,0.09462,-0.911624
41:00.0,0.375787,-0.11494,0.082467,-0.915845
42:00.0,0.378268,-0.085098,0.070228,-0.919097
43:00.0,0.380351,-0.055166,0.057914,-0.921377
44:00.0,0.382033,-0.025176,0.045539,-0.922683
45:00.0,0.383312,0.004841,0.033116,-0.923012
46:00.0,0.384188,0.034853,0.020658,-0.922366
47:00.0,0.384658,0.064828,0.008177,-0.920743
48:00.0,0.384724,0.094734,-0.004311,-0.918147
49:00.0,0.384384,0.12454,-0.016796,-0.91458
50:00.0,0.383639,0.154214,-0.029263,-0.910046
51:00.0,0.38249,0.183724,-0.041699,-0.904549
52:00.0,0.380937,0.213041,-0.054092,-0.898095
53:00.0,0.378984,0.242132,-0.066428,-0.890691
54:00.0,0.376631,0.270967,-0.078694,-0.882345
55:00.0,0.373881,0.299515,-0.090877,-0.873067
56:00.0,0.370737,0.327746,-0.102965,-0.862864
57:00.0,0.367202,0.355631,-0.114944,-0.851749
58:00.0,0.363281,0.383139,-0.126802,-0.839734
59:00.0,0.358976,0.410243,-0.138527,-0.82683
00:00.0,0.354294,0.436912,-0.150106,-0.813051
